Latitude,Longitude,Array Type,Market Pricing,Utility-scale Tariff Applied,First Yr Annual (MWh),Breakeven Price ($/MWh),Reference Price ($/MWh),Total Capacity (MW),Annual
50.5,-98.02,Utility Tracker,Time of use,Tariff,81735.2,85.2,33.42,50,4.7
49.94,-96.84,Commercial,Flat,,279.26,113.54,66.4,0.2,4.63
49.94,-96.84,Commercial,Time of use,,279.26,93.07,66.4,0.2,4.63
49.94,-96.84,Community,Flat,,279.26,100.71,66.4,0.2,4.63
49.94,-96.84,Community,Time of use,,279.26,82.55,66.4,0.2,4.63
49.94,-96.84,Residential,Flat,,6.79,147.52,87.21,0.005,4.63
49.94,-96.84,Residential,Time of use,,6.79,124.28,87.21,0.005,4.63
49.94,-96.84,Utility Fixed,Flat,No Tariff,69817.15,87.18,33.42,50,4.63
49.94,-96.84,Utility Fixed,Flat,Tariff,69817.15,116,33.42,50,4.63
49.94,-96.84,Utility Fixed,Time of use,No Tariff,69817.15,71.45,33.42,50,4.63
49.94,-96.84,Utility Fixed,Time of use,Tariff,69817.15,95.08,33.42,50,4.63
49.94,-96.84,Utility Tracker,Flat,No Tariff,86668.73,75.31,33.42,50,4.63
49.94,-96.84,Utility Tracker,Flat,Tariff,86668.73,98.49,33.42,50,4.63
49.94,-96.84,Utility Tracker,Time of use,No Tariff,86668.73,61.62,33.42,50,4.63
49.94,-96.84,Utility Tracker,Time of use,Tariff,86668.73,80.59,33.42,50,4.63
50.56,-100.57,Commercial,Flat,,277.75,114.15,66.4,0.2,4.86
50.56,-100.57,Commercial,Time of use,,277.75,94.06,66.4,0.2,4.86
50.56,-100.57,Community,Flat,,277.75,101.25,66.4,0.2,4.86
50.56,-100.57,Community,Time of use,,277.75,83.43,66.4,0.2,4.86
50.56,-100.57,Residential,Flat,,6.73,148.76,87.21,0.005,4.86
50.56,-100.57,Residential,Time of use,,6.73,125.49,87.21,0.005,4.86
50.56,-100.57,Utility Fixed,Flat,No Tariff,69439.47,87.55,33.42,50,4.86
50.56,-100.57,Utility Fixed,Flat,Tariff,69439.47,116.5,33.42,50,4.86
50.56,-100.57,Utility Fixed,Time of use,No Tariff,69439.47,72.13,33.42,50,4.86
50.56,-100.57,Utility Fixed,Time of use,Tariff,69439.47,95.98,33.42,50,4.86
50.56,-100.57,Utility Tracker,Flat,No Tariff,86199.96,75.5,33.42,50,4.86
50.56,-100.57,Utility Tracker,Flat,Tariff,86199.96,98.74,33.42,50,4.86
50.56,-100.57,Utility Tracker,Time of use,No Tariff,86199.96,62.13,33.42,50,4.86
50.56,-100.57,Utility Tracker,Time of use,Tariff,86199.96,81.25,33.42,50,4.86
44.45,-64.35,Commercial,Flat,,272.16,118.09,127.7,0.2,4.18
44.45,-64.35,Commercial,Time of use,,272.16,103.44,127.7,0.2,4.18
44.45,-64.35,Community,Flat,,272.16,103.04,127.7,0.2,4.18
44.45,-64.35,Community,Time of use,,272.16,90.26,127.7,0.2,4.18
44.45,-64.35,Residential,Flat,,6.69,151.83,142.7,0.005,4.18
44.45,-64.35,Residential,Time of use,,6.69,135.07,142.7,0.005,4.18
44.45,-64.35,Utility Fixed,Flat,No Tariff,68040.72,89.48,80.15,50,4.18
44.45,-64.35,Utility Fixed,Flat,Tariff,68040.72,143.04,80.15,50,4.18
44.45,-64.35,Utility Fixed,Time of use,No Tariff,68040.72,78.38,80.15,50,4.18
44.45,-64.35,Utility Fixed,Time of use,Tariff,68040.72,125.31,80.15,50,4.18
44.45,-64.35,Utility Tracker,Flat,No Tariff,82269.92,79.28,80.15,50,4.18
44.45,-64.35,Utility Tracker,Flat,Tariff,82269.92,123.58,80.15,50,4.18
44.45,-64.35,Utility Tracker,Time of use,No Tariff,82269.92,70.07,80.15,50,4.18
44.45,-64.35,Utility Tracker,Time of use,Tariff,82269.92,109.23,80.15,50,4.18
46.4,-67.56,Commercial,Flat,,268.68,127.44,117.73,0.2,4.18
46.4,-67.56,Commercial,Time of use,,268.68,111.47,117.73,0.2,4.18
46.4,-67.56,Community,Flat,,268.68,111.19,117.73,0.2,4.18
46.4,-67.56,Community,Time of use,,268.68,97.26,117.73,0.2,4.18
46.4,-67.56,Residential,Flat,,6.57,164.65,124.32,0.005,4.18
46.4,-67.56,Residential,Time of use,,6.57,144.39,124.32,0.005,4.18
46.4,-67.56,Utility Fixed,Flat,No Tariff,67172.07,96.49,52,50,4.18
46.4,-67.56,Utility Fixed,Flat,Tariff,67172.07,143.87,52,50,4.18
46.4,-67.56,Utility Fixed,Time of use,No Tariff,67172.07,84.41,52,50,4.18
46.4,-67.56,Utility Fixed,Time of use,Tariff,67172.07,125.86,52,50,4.18
46.4,-67.56,Utility Tracker,Flat,No Tariff,82309.09,84.42,52,50,4.18
46.4,-67.56,Utility Tracker,Flat,Tariff,82309.09,123.08,52,50,4.18
46.4,-67.56,Utility Tracker,Time of use,No Tariff,82309.09,74.53,52,50,4.18
46.4,-67.56,Utility Tracker,Time of use,Tariff,82309.09,108.66,52,50,4.18
42.14,-82.59,Commercial,Flat,,282.49,112.92,146.51,0.2,4.18
42.14,-82.59,Commercial,Time of use,,282.49,91.98,146.51,0.2,4.18
42.14,-82.59,Community,Flat,,282.49,100.61,146.51,0.2,4.18
42.14,-82.59,Community,Time of use,,282.49,81.95,146.51,0.2,4.18
42.14,-82.59,Residential,Flat,,7.02,142.07,125.93,0.005,4.18
42.14,-82.59,Residential,Time of use,,7.02,116.12,125.93,0.005,4.18
42.14,-82.59,Utility Fixed,Flat,No Tariff,70623.82,87.66,18.64,50,4.18
42.14,-82.59,Utility Fixed,Flat,Tariff,70623.82,89.09,18.64,50,4.18
42.14,-82.59,Utility Fixed,Time of use,No Tariff,70623.82,71.4,18.64,50,4.18
42.14,-82.59,Utility Fixed,Time of use,Tariff,70623.82,72.56,18.64,50,4.18
42.14,-82.59,Utility Tracker,Flat,No Tariff,84577.59,78.15,18.64,50,4.18
42.14,-82.59,Utility Tracker,Flat,Tariff,84577.59,79.34,18.64,50,4.18
42.14,-82.59,Utility Tracker,Time of use,No Tariff,84577.59,63.58,18.64,50,4.18
42.14,-82.59,Utility Tracker,Time of use,Tariff,84577.59,64.55,18.64,50,4.18
43.03,-80.33,Commercial,Flat,,283.17,112.68,146.51,0.2,4.18
43.03,-80.33,Commercial,Time of use,,283.17,91.81,146.51,0.2,4.18
43.03,-80.33,Community,Flat,,283.17,100.39,146.51,0.2,4.18
43.03,-80.33,Community,Time of use,,283.17,81.8,146.51,0.2,4.18
43.03,-80.33,Residential,Flat,,7.02,142.2,125.93,0.005,4.18
43.03,-80.33,Residential,Time of use,,7.02,116.75,125.93,0.005,4.18
43.03,-80.33,Utility Fixed,Flat,No Tariff,70793.16,87.5,18.64,50,4.18
43.03,-80.33,Utility Fixed,Flat,Tariff,70793.16,88.93,18.64,50,4.18
43.03,-80.33,Utility Fixed,Time of use,No Tariff,70793.16,71.29,18.64,50,4.18
43.03,-80.33,Utility Fixed,Time of use,Tariff,70793.16,72.45,18.64,50,4.18
43.03,-80.33,Utility Tracker,Flat,No Tariff,86084.82,76.88,18.64,50,4.18
43.03,-80.33,Utility Tracker,Flat,Tariff,86084.82,78.06,18.64,50,4.18
43.03,-80.33,Utility Tracker,Time of use,No Tariff,86084.82,62.56,18.64,50,4.18
43.03,-80.33,Utility Tracker,Time of use,Tariff,86084.82,63.51,18.64,50,4.18
50.1,-98.31,Commercial,Flat,,282.5,112.23,66.4,0.2,4.18
50.1,-98.31,Commercial,Time of use,,282.5,91.95,66.4,0.2,4.18
50.1,-98.31,Community,Flat,,282.5,99.55,66.4,0.2,4.18
50.1,-98.31,Community,Time of use,,282.5,81.56,66.4,0.2,4.18
50.1,-98.31,Residential,Flat,,6.85,146.2,87.21,0.005,4.18
50.1,-98.31,Residential,Time of use,,6.85,123.52,87.21,0.005,4.18
50.1,-98.31,Utility Fixed,Flat,No Tariff,70627.27,86.2,33.42,50,4.18
50.1,-98.31,Utility Fixed,Flat,Tariff,70627.27,114.68,33.42,50,4.18
50.1,-98.31,Utility Fixed,Time of use,No Tariff,70627.27,70.61,33.42,50,4.18
50.1,-98.31,Utility Fixed,Time of use,Tariff,70627.27,93.95,33.42,50,4.18
50.1,-98.31,Utility Tracker,Flat,No Tariff,86902.6,75.05,33.42,50,4.18
50.1,-98.31,Utility Tracker,Flat,Tariff,86902.6,98.15,33.42,50,4.18
50.1,-98.31,Utility Tracker,Time of use,No Tariff,86902.6,61.38,33.42,50,4.18
50.1,-98.31,Utility Tracker,Time of use,Tariff,86902.6,80.28,33.42,50,4.18
46.24,-67.75,Commercial,Flat,,269.59,127.02,117.73,0.2,4.73
46.24,-67.75,Commercial,Time of use,,269.59,111.08,117.73,0.2,4.73
46.24,-67.75,Community,Flat,,269.59,110.82,117.73,0.2,4.73
46.24,-67.75,Community,Time of use,,269.59,96.92,117.73,0.2,4.73
46.24,-67.75,Residential,Flat,,6.59,164.17,124.32,0.005,4.73
46.24,-67.75,Residential,Time of use,,6.59,143.87,124.32,0.005,4.73
46.24,-67.75,Utility Fixed,Flat,No Tariff,67398.41,96.19,52,50,4.73
46.24,-67.75,Utility Fixed,Flat,Tariff,67398.41,143.41,52,50,4.73
46.24,-67.75,Utility Fixed,Time of use,No Tariff,67398.41,84.12,52,50,4.73
46.24,-67.75,Utility Fixed,Time of use,Tariff,67398.41,125.42,52,50,4.73
46.24,-67.75,Utility Tracker,Flat,No Tariff,83022.28,83.73,52,50,4.73
46.24,-67.75,Utility Tracker,Flat,Tariff,83022.28,122.07,52,50,4.73
46.24,-67.75,Utility Tracker,Time of use,No Tariff,83022.28,73.9,52,50,4.73
46.24,-67.75,Utility Tracker,Time of use,Tariff,83022.28,107.73,52,50,4.73
43.45,-79.71,Commercial,Flat,,273.82,116.53,146.51,0.2,4.73
43.45,-79.71,Commercial,Time of use,,273.82,94.93,146.51,0.2,4.73
43.45,-79.71,Community,Flat,,273.82,103.81,146.51,0.2,4.73
43.45,-79.71,Community,Time of use,,273.82,84.58,146.51,0.2,4.73
43.45,-79.71,Residential,Flat,,6.78,147.12,125.93,0.005,4.73
43.45,-79.71,Residential,Time of use,,6.78,120.95,125.93,0.005,4.73
43.45,-79.71,Utility Fixed,Flat,No Tariff,68455.83,90.34,18.64,50,4.73
43.45,-79.71,Utility Fixed,Flat,Tariff,68455.83,91.82,18.64,50,4.73
43.45,-79.71,Utility Fixed,Time of use,No Tariff,68455.83,73.6,18.64,50,4.73
43.45,-79.71,Utility Fixed,Time of use,Tariff,68455.83,74.8,18.64,50,4.73
43.45,-79.71,Utility Tracker,Flat,No Tariff,81757.55,80.74,18.64,50,4.73
43.45,-79.71,Utility Tracker,Flat,Tariff,81757.55,81.97,18.64,50,4.73
43.45,-79.71,Utility Tracker,Time of use,No Tariff,81757.55,65.7,18.64,50,4.73
43.45,-79.71,Utility Tracker,Time of use,Tariff,81757.55,66.71,18.64,50,4.73
49.92,-98,Commercial,Flat,,286.32,110.75,66.4,0.2,4.73
49.92,-98,Commercial,Time of use,,286.32,90.78,66.4,0.2,4.73
49.92,-98,Community,Flat,,286.32,98.24,66.4,0.2,4.73
49.92,-98,Community,Time of use,,286.32,80.53,66.4,0.2,4.73
49.92,-98,Residential,Flat,,6.94,144.32,87.21,0.005,4.73
49.92,-98,Residential,Time of use,,6.94,121.91,87.21,0.005,4.73
49.92,-98,Utility Fixed,Flat,No Tariff,71581.74,85.11,33.42,50,4.73
49.92,-98,Utility Fixed,Flat,Tariff,71581.74,113.23,33.42,50,4.73
49.92,-98,Utility Fixed,Time of use,No Tariff,71581.74,69.76,33.42,50,4.73
49.92,-98,Utility Fixed,Time of use,Tariff,71581.74,92.8,33.42,50,4.73
49.92,-98,Utility Tracker,Flat,No Tariff,88227.73,74.02,33.42,50,4.73
49.92,-98,Utility Tracker,Flat,Tariff,88227.73,96.79,33.42,50,4.73
49.92,-98,Utility Tracker,Time of use,No Tariff,88227.73,60.58,33.42,50,4.73
49.92,-98,Utility Tracker,Time of use,Tariff,88227.73,79.21,33.42,50,4.73
43.68,-79.43,Commercial,Flat,,280.98,113.56,146.51,0.2,4.27
43.68,-79.43,Commercial,Time of use,,280.98,92.45,146.51,0.2,4.27
43.68,-79.43,Community,Flat,,280.98,101.18,146.51,0.2,4.27
43.68,-79.43,Community,Time of use,,280.98,82.37,146.51,0.2,4.27
43.68,-79.43,Residential,Flat,,6.96,143.44,125.93,0.005,4.27
43.68,-79.43,Residential,Time of use,,6.96,117.92,125.93,0.005,4.27
43.68,-79.43,Utility Fixed,Flat,No Tariff,70247.13,88.16,18.64,50,4.27
43.68,-79.43,Utility Fixed,Flat,Tariff,70247.13,89.6,18.64,50,4.27
43.68,-79.43,Utility Fixed,Time of use,No Tariff,70247.13,71.77,18.64,50,4.27
43.68,-79.43,Utility Fixed,Time of use,Tariff,70247.13,72.94,18.64,50,4.27
43.68,-79.43,Utility Tracker,Flat,No Tariff,85093.53,77.74,18.64,50,4.27
43.68,-79.43,Utility Tracker,Flat,Tariff,85093.53,78.93,18.64,50,4.27
43.68,-79.43,Utility Tracker,Time of use,No Tariff,85093.53,63.21,18.64,50,4.27
43.68,-79.43,Utility Tracker,Time of use,Tariff,85093.53,64.18,18.64,50,4.27
44.33,-78.87,Commercial,Flat,,279.23,114.28,146.51,0.2,4.27
44.33,-78.87,Commercial,Time of use,,279.23,93.09,146.51,0.2,4.27
44.33,-78.87,Community,Flat,,279.23,101.81,146.51,0.2,4.27
44.33,-78.87,Community,Time of use,,279.23,82.94,146.51,0.2,4.27
44.33,-78.87,Residential,Flat,,6.9,144.54,125.93,0.005,4.27
