,Actual,Prediction,% Diff
3464,6.46,6.495555556,0.005473828
3501,6.46,6.561111111,0.015410669
3502,6.46,6.561111111,0.015410669
3949,6.46,6.464444444,0.000687521
3950,6.46,6.464444444,0.000687521
1,6.47,6.714444444,0.036405759
2,6.47,6.714444444,0.036405759
17,6.47,6.551111111,0.012381275
18,6.47,6.551111111,0.012381275
455,6.47,6.432222222,0.005873208
456,6.47,6.432222222,0.005873208
589,6.47,6.587777778,0.017878226
590,6.47,6.587777778,0.017878226
1021,6.47,6.742222222,0.040375742
1022,6.47,6.742222222,0.040375742
2033,6.47,6.516666667,0.007161125
2034,6.47,6.516666667,0.007161125
2107,6.47,6.481111111,0.001714384
2108,6.47,6.481111111,0.001714384
2141,6.47,6.587777778,0.017878226
2142,6.47,6.587777778,0.017878226
2287,6.47,6.395555556,0.011640028
2288,6.47,6.395555556,0.011640028
2727,6.47,6.592222222,0.018540367
2728,6.47,6.592222222,0.018540367
2885,6.47,6.334444444,0.021399754
2886,6.47,6.334444444,0.021399754
2965,6.47,6.516666667,0.007161125
2966,6.47,6.516666667,0.007161125
3727,6.47,6.477777778,0.001200686
3728,6.47,6.477777778,0.001200686
3759,6.47,6.498888889,0.004445204
3760,6.47,6.498888889,0.004445204
339,6.48,6.551111111,0.010854817
340,6.48,6.551111111,0.010854817
377,6.48,6.377777778,0.016027875
378,6.48,6.377777778,0.016027875
613,6.48,6.337777778,0.022440393
614,6.48,6.337777778,0.022440393
1075,6.48,6.448888889,0.004824259
1076,6.48,6.448888889,0.004824259
1779,6.48,6.558888889,0.012027782
1780,6.48,6.558888889,0.012027782
2041,6.48,6.59,0.016691958
2042,6.48,6.59,0.016691958
2399,6.48,6.314444444,0.026218547
2400,6.48,6.314444444,0.026218547
2409,6.48,6.462222222,0.002751032
2410,6.48,6.462222222,0.002751032
2529,6.48,6.402222222,0.01214856
2530,6.48,6.402222222,0.01214856
2799,6.48,6.852222222,0.054321388
2800,6.48,6.852222222,0.054321388
3419,6.48,6.471111111,0.001373626
3420,6.48,6.471111111,0.001373626
3679,6.48,6.481111111,0.000171438
3680,6.48,6.481111111,0.000171438
4025,6.48,6.462222222,0.002751032
4026,6.48,6.462222222,0.002751032
4077,6.48,6.434444444,0.007079952
4078,6.48,6.434444444,0.007079952
511,6.49,6.428888889,0.009505703
512,6.49,6.428888889,0.009505703
807,6.49,6.52,0.004601227
808,6.49,6.52,0.004601227
1319,6.49,6.287777778,0.032161159
1320,6.49,6.287777778,0.032161159
1477,6.49,6.396666667,0.014590933
1478,6.49,6.396666667,0.014590933
1857,6.49,6.595555556,0.016004043
1858,6.49,6.595555556,0.016004043
1949,6.49,6.513333333,0.003582395
1950,6.49,6.513333333,0.003582395
1975,6.49,6.463333333,0.004125838
1976,6.49,6.463333333,0.004125838
2179,6.49,6.427777778,0.009680207
2180,6.49,6.427777778,0.009680207
2253,6.49,6.525555556,0.005448663
2254,6.49,6.525555556,0.005448663
2299,6.49,6.524444444,0.005279292
2300,6.49,6.524444444,0.005279292
2377,6.49,6.648888889,0.023897059
2378,6.49,6.648888889,0.023897059
2455,6.49,6.704444444,0.031985416
2456,6.49,6.704444444,0.031985416
2505,6.49,6.474444444,0.002402609
2506,6.49,6.474444444,0.002402609
2541,6.49,6.623333333,0.020130851
2542,6.49,6.623333333,0.020130851
2841,6.49,6.497777778,0.00119699
2842,6.49,6.497777778,0.00119699
2969,6.49,6.626666667,0.020623742
2970,6.49,6.626666667,0.020623742
3055,6.49,6.552222222,0.009496354
3056,6.49,6.552222222,0.009496354
3105,6.49,6.451111111,0.006028247
3106,6.49,6.451111111,0.006028247
3175,6.49,6.49,1.50539E-15
3176,6.49,6.49,1.50539E-15
3249,6.49,6.485555556,0.000685284
3250,6.49,6.485555556,0.000685284
3319,6.49,6.571111111,0.012343591
3320,6.49,6.571111111,0.012343591
3541,6.49,6.504444444,0.002220704
3542,6.49,6.504444444,0.002220704
3649,6.49,6.466666667,0.003608247
3650,6.49,6.466666667,0.003608247
3689,6.49,6.463333333,0.004125838
3690,6.49,6.463333333,0.004125838
3693,6.49,6.585555556,0.01450987
3694,6.49,6.585555556,0.01450987
3791,6.49,6.572222222,0.012510566
3792,6.49,6.572222222,0.012510566
3961,6.49,6.57,0.01217656
3962,6.49,6.57,0.01217656
4005,6.49,6.652222222,0.02438617
4006,6.49,6.652222222,0.02438617
253,6.5,6.556666667,0.008642603
254,6.5,6.556666667,0.008642603
355,6.5,6.641111111,0.021248118
356,6.5,6.641111111,0.021248118
569,6.5,6.602222222,0.015483002
570,6.5,6.602222222,0.015483002
775,6.5,6.516666667,0.002557545
776,6.5,6.516666667,0.002557545
805,6.5,6.471111111,0.004464286
806,6.5,6.471111111,0.004464286
1067,6.5,6.634444444,0.020264612
1068,6.5,6.634444444,0.020264612
1235,6.5,6.614444444,0.017302201
1236,6.5,6.614444444,0.017302201
1263,6.5,6.418888889,0.012636316
1264,6.5,6.418888889,0.012636316
1455,6.5,6.466666667,0.005154639
1456,6.5,6.466666667,0.005154639
1863,6.5,6.541111111,0.006285035
1864,6.5,6.541111111,0.006285035
2067,6.5,6.64,0.021084337
2068,6.5,6.64,0.021084337
2097,6.5,6.462222222,0.005845942
2098,6.5,6.462222222,0.005845942
2187,6.5,6.614444444,0.017302201
2188,6.5,6.614444444,0.017302201
2225,6.5,6.457777778,0.006538197
2226,6.5,6.457777778,0.006538197
2307,6.5,6.482222222,0.002742544
2308,6.5,6.482222222,0.002742544
2361,6.5,6.502222222,0.000341763
2362,6.5,6.502222222,0.000341763
2615,6.5,6.556666667,0.008642603
2616,6.5,6.556666667,0.008642603
3703,6.5,6.478888889,0.003258446
3704,6.5,6.478888889,0.003258446
3747,6.5,6.653333333,0.023046092
3748,6.5,6.653333333,0.023046092
3943,6.5,6.59,0.013657056
3944,6.5,6.59,0.013657056
31,6.51,6.634444444,0.018757327
32,6.51,6.634444444,0.018757327
325,6.51,6.541111111,0.004756243
326,6.51,6.541111111,0.004756243
327,6.51,6.534444444,0.00374086
328,6.51,6.534444444,0.00374086
399,6.51,6.642222222,0.019906323
400,6.51,6.642222222,0.019906323
437,6.51,6.451111111,0.009128488
438,6.51,6.451111111,0.009128488
439,6.51,6.47,0.00618238
440,6.51,6.47,0.00618238
951,6.51,6.408888889,0.015776699
952,6.51,6.408888889,0.015776699
1079,6.51,6.45,0.009302326
1080,6.51,6.45,0.009302326
1937,6.51,6.603333333,0.014134276
1938,6.51,6.603333333,0.014134276
2021,6.51,6.671111111,0.024150566
2022,6.51,6.671111111,0.024150566
2239,6.51,6.451111111,0.009128488
2240,6.51,6.451111111,0.009128488
2367,6.51,6.582222222,0.010972316
2368,6.51,6.582222222,0.010972316
2401,6.51,6.576666667,0.010136847
2402,6.51,6.576666667,0.010136847
2433,6.51,6.498888889,0.001709694
2434,6.51,6.498888889,0.001709694
3173,6.51,6.676666667,0.024962556
3174,6.51,6.676666667,0.024962556
3179,6.51,6.448888889,0.009476223
3180,6.51,6.448888889,0.009476223
3363,6.51,6.503333333,0.001025115
3364,6.51,6.503333333,0.001025115
3613,6.51,6.422222222,0.01366782
3614,6.51,6.422222222,0.01366782
3787,6.51,6.442222222,0.010520869
3788,6.51,6.442222222,0.010520869
83,6.52,6.423333333,0.015049299
84,6.52,6.423333333,0.015049299
87,6.52,6.402222222,0.01839639
88,6.52,6.402222222,0.01839639
177,6.52,6.384444444,0.021232162
178,6.52,6.384444444,0.021232162
665,6.52,6.565555556,0.006938568
666,6.52,6.565555556,0.006938568
1407,6.52,6.542222222,0.003396739
1408,6.52,6.542222222,0.003396739
1815,6.52,6.403333333,0.018219677
1816,6.52,6.403333333,0.018219677
1909,6.52,6.415555556,0.016279875
1910,6.52,6.415555556,0.016279875
2063,6.52,6.546666667,0.00407332
2064,6.52,6.546666667,0.00407332
2119,6.52,6.547777778,0.004242321
2120,6.52,6.547777778,0.004242321
2633,6.52,6.442222222,0.012073129
2634,6.52,6.442222222,0.012073129
3129,6.52,6.654444444,0.020203707
3130,6.52,6.654444444,0.020203707
3281,6.52,6.554444444,0.005255128
3282,6.52,6.554444444,0.005255128
3677,6.52,6.481111111,0.006000343
3678,6.52,6.481111111,0.006000343
3697,6.52,6.636666667,0.017579106
3698,6.52,6.636666667,0.017579106
3777,6.52,6.564444444,0.006770481
3778,6.52,6.564444444,0.006770481
3843,6.52,6.57,0.00761035
3844,6.52,6.57,0.00761035
3955,6.52,6.398888889,0.018926897
3956,6.52,6.398888889,0.018926897
4007,6.52,6.5,0.003076923
4008,6.52,6.5,0.003076923
4027,6.52,6.505555556,0.002220325
4028,6.52,6.505555556,0.002220325
113,6.53,6.713333333,0.027308838
114,6.53,6.713333333,0.027308838
781,6.53,6.611111111,0.012268908
782,6.53,6.611111111,0.012268908
861,6.53,6.55,0.003053435
862,6.53,6.55,0.003053435
1259,6.53,6.59,0.009104704
1260,6.53,6.59,0.009104704
1289,6.53,6.555555556,0.003898305
1290,6.53,6.555555556,0.003898305
1495,6.53,6.508888889,0.003243428
1496,6.53,6.508888889,0.003243428
1533,6.53,6.317777778,0.033591277
1534,6.53,6.317777778,0.033591277
1653,6.53,6.503333333,0.004100461
1654,6.53,6.503333333,0.004100461
1853,6.53,6.545555556,0.002376507
1854,6.53,6.545555556,0.002376507
2135,6.53,6.606666667,0.01160444
2136,6.53,6.606666667,0.01160444
2391,6.53,6.574444444,0.006760183
2392,6.53,6.574444444,0.006760183
2651,6.53,6.521111111,0.001363094
2652,6.53,6.521111111,0.001363094
2733,6.53,6.391111111,0.021731572
2734,6.53,6.391111111,0.021731572
3015,6.53,6.475555556,0.008407687
3016,6.53,6.475555556,0.008407687
3063,6.53,6.482222222,0.007370586
3064,6.53,6.482222222,0.007370586
3267,6.53,6.353333333,0.027806925
3268,6.53,6.353333333,0.027806925
3341,6.53,6.424444444,0.016430301
3342,6.53,6.424444444,0.016430301
3437,6.53,6.554444444,0.003729446
3438,6.53,6.554444444,0.003729446
3445,6.53,6.57,0.00608828
3446,6.53,6.57,0.00608828
3593,6.53,6.454444444,0.011705973
3594,6.53,6.454444444,0.011705973
3683,6.53,6.441111111,0.013800242
3684,6.53,6.441111111,0.013800242
3919,6.53,6.581111111,0.007766335
3920,6.53,6.581111111,0.007766335
3933,6.53,6.573333333,0.006592292
3934,6.53,6.573333333,0.006592292
4003,6.53,6.445555556,0.013101189
4004,6.53,6.445555556,0.013101189
65,6.54,6.51,0.004608295
66,6.54,6.51,0.004608295
317,6.54,6.741111111,0.029833526
318,6.54,6.741111111,0.029833526
337,6.54,6.551111111,0.001696065
338,6.54,6.551111111,0.001696065
577,6.54,6.405555556,0.020988725
578,6.54,6.405555556,0.020988725
601,6.54,6.582222222,0.006414585
602,6.54,6.582222222,0.006414585
773,6.54,6.68,0.020958084
774,6.54,6.68,0.020958084
825,6.54,6.593333333,0.008088979
826,6.54,6.593333333,0.008088979
1249,6.54,6.402222222,0.021520305
1250,6.54,6.402222222,0.021520305
1257,6.54,6.468888889,0.010992786
1258,6.54,6.468888889,0.010992786
2003,6.54,6.628888889,0.013409319
2004,6.54,6.628888889,0.013409319
2221,6.54,6.551111111,0.001696065
2222,6.54,6.551111111,0.001696065
2267,6.54,6.581111111,0.006246834
2268,6.54,6.581111111,0.006246834
2333,6.54,6.592222222,0.007921793
2334,6.54,6.592222222,0.007921793
2499,6.54,6.366666667,0.027225131
2500,6.54,6.366666667,0.027225131
2551,6.54,6.282222222,0.041032897
2552,6.54,6.282222222,0.041032897
2621,6.54,6.48,0.009259259
2622,6.54,6.48,0.009259259
2897,6.54,6.461111111,0.012209802
2898,6.54,6.461111111,0.012209802
3009,6.54,6.647777778,0.016212602
3010,6.54,6.647777778,0.016212602
3455,6.54,6.524444444,0.002384196
3456,6.54,6.524444444,0.002384196
93,6.55,6.383333333,0.026109661
94,6.55,6.383333333,0.026109661
111,6.55,6.713333333,0.024329692
112,6.55,6.713333333,0.024329692
243,6.55,6.583333333,0.005063291
244,6.55,6.583333333,0.005063291
545,6.55,6.627777778,0.011735122
546,6.55,6.627777778,0.011735122
725,6.55,6.582222222,0.004895341
726,6.55,6.582222222,0.004895341
829,6.55,6.462222222,0.013583219
830,6.55,6.462222222,0.013583219
1215,6.55,6.704444444,0.023036129
1216,6.55,6.704444444,0.023036129
1839,6.55,6.43,0.018662519
1840,6.55,6.43,0.018662519
2051,6.55,6.607777778,0.008743904
2052,6.55,6.607777778,0.008743904
2099,6.55,6.605555556,0.008410429
2100,6.55,6.605555556,0.008410429
2347,6.55,6.525555556,0.003745956
2348,6.55,6.525555556,0.003745956
2389,6.55,6.515555556,0.005286494
2390,6.55,6.515555556,0.005286494
2643,6.55,6.772222222,0.032813782
2644,6.55,6.772222222,0.032813782
2747,6.55,6.627777778,0.011735122
2748,6.55,6.627777778,0.011735122
2771,6.55,6.543333333,0.001018849
2772,6.55,6.543333333,0.001018849
3093,6.55,6.566666667,0.002538071
3094,6.55,6.566666667,0.002538071
3099,6.55,6.543333333,0.001018849
3100,6.55,6.543333333,0.001018849
3191,6.55,6.547777778,0.000339386
3192,6.55,6.547777778,0.000339386
3361,6.55,6.475555556,0.011496225
3362,6.55,6.475555556,0.011496225
3399,6.55,6.703333333,0.022874192
3400,6.55,6.703333333,0.022874192
3443,6.55,6.581111111,0.004727334
3444,6.55,6.581111111,0.004727334
3695,6.55,6.466666667,0.012886598
3696,6.55,6.466666667,0.012886598
3731,6.55,6.568888889,0.002875507
3732,6.55,6.568888889,0.002875507
653,6.56,6.676666667,0.017473789
654,6.56,6.676666667,0.017473789
701,6.56,6.646666667,0.013039117
702,6.56,6.646666667,0.013039117
721,6.56,6.466666667,0.01443299
722,6.56,6.466666667,0.01443299
765,6.56,6.577777778,0.002702703
766,6.56,6.577777778,0.002702703
1403,6.56,6.673333333,0.016983017
1404,6.56,6.673333333,0.016983017
1773,6.56,6.366666667,0.030366492
1774,6.56,6.366666667,0.030366492
1879,6.56,6.635555556,0.01138647
1880,6.56,6.635555556,0.01138647
1969,6.56,6.583333333,0.003544304
1970,6.56,6.583333333,0.003544304
2417,6.56,6.587777778,0.004216563
2418,6.56,6.587777778,0.004216563
2705,6.56,6.481111111,0.012172124
2706,6.56,6.481111111,0.012172124
3013,6.56,6.603333333,0.006562342
3014,6.56,6.603333333,0.006562342
3085,6.56,6.545555556,0.002206756
3086,6.56,6.545555556,0.002206756
3349,6.56,6.626666667,0.010060362
3350,6.56,6.626666667,0.010060362
3599,6.56,6.582222222,0.003376097
3600,6.56,6.582222222,0.003376097
3603,6.56,6.674444444,0.017146662
3604,6.56,6.674444444,0.017146662
3673,6.56,6.701111111,0.021057868
3674,6.56,6.701111111,0.021057868
3709,6.56,6.613333333,0.008064516
3710,6.56,6.613333333,0.008064516
3733,6.56,6.64,0.012048193
3734,6.56,6.64,0.012048193
687,6.57,6.626666667,0.008551308
688,6.57,6.626666667,0.008551308
1029,6.57,6.524444444,0.006982289
1030,6.57,6.524444444,0.006982289
1279,6.57,6.282222222,0.045808277
1280,6.57,6.282222222,0.045808277
1439,6.57,6.524444444,0.006982289
1440,6.57,6.524444444,0.006982289
1595,6.57,6.685555556,0.017284361
1596,6.57,6.685555556,0.017284361
1619,6.57,6.508888889,0.00938887
1620,6.57,6.508888889,0.00938887
1859,6.57,6.524444444,0.006982289
1860,6.57,6.524444444,0.006982289
1927,6.57,6.682222222,0.016794147
1928,6.57,6.682222222,0.016794147
2125,6.57,6.592222222,0.003370976
2126,6.57,6.592222222,0.003370976
2183,6.57,6.614444444,0.006719301
2184,6.57,6.614444444,0.006719301
2229,6.57,6.574444444,0.000676018
2230,6.57,6.574444444,0.000676018
2447,6.57,6.397777778,0.026919069
2448,6.57,6.397777778,0.026919069
2595,6.57,6.541111111,0.004416511
2596,6.57,6.541111111,0.004416511
2667,6.57,6.478888889,0.014062768
2668,6.57,6.478888889,0.014062768
2689,6.57,6.594444444,0.003706824
2690,6.57,6.594444444,0.003706824
2775,6.57,6.524444444,0.006982289
2776,6.57,6.524444444,0.006982289
2847,6.57,6.525555556,0.006810829
2848,6.57,6.525555556,0.006810829
3221,6.57,6.618888889,0.007386268
3222,6.57,6.618888889,0.007386268
3329,6.57,6.418888889,0.023541631
3330,6.57,6.418888889,0.023541631
3367,6.57,6.548888889,0.003223617
3368,6.57,6.548888889,0.003223617
3671,6.57,6.75,0.026666667
3672,6.57,6.75,0.026666667
3927,6.57,6.764444444,0.028745072
3928,6.57,6.764444444,0.028745072
245,6.58,6.58,0
246,6.58,6.58,0
395,6.58,6.447777778,0.020506634
396,6.58,6.447777778,0.020506634
441,6.58,6.424444444,0.024213075
442,6.58,6.424444444,0.024213075
497,6.58,6.501111111,0.012134678
498,6.58,6.501111111,0.012134678
767,6.58,6.422222222,0.024567474
768,6.58,6.422222222,0.024567474
811,6.58,6.663333333,0.012506253
812,6.58,6.663333333,0.012506253
835,6.58,6.595555556,0.002358491
836,6.58,6.595555556,0.002358491
941,6.58,6.487777778,0.014214763
942,6.58,6.487777778,0.014214763
1111,6.58,6.858888889,0.040660943
1112,6.58,6.858888889,0.040660943
1419,6.58,6.725555556,0.021642161
1420,6.58,6.725555556,0.021642161
1693,6.58,6.653333333,0.011022044
1694,6.58,6.653333333,0.011022044
2165,6.58,6.503333333,0.011788826
2166,6.58,6.503333333,0.011788826
2199,6.58,6.581111111,0.000168833
2200,6.58,6.581111111,0.000168833
2317,6.58,6.454444444,0.019452574
2318,6.58,6.454444444,0.019452574
2589,6.58,6.752222222,0.025506006
2590,6.58,6.752222222,0.025506006
2669,6.58,6.648888889,0.010360963
2670,6.58,6.648888889,0.010360963
2779,6.58,6.5,0.012307692
2780,6.58,6.5,0.012307692
3527,6.58,6.534444444,0.006971603
3528,6.58,6.534444444,0.006971603
3573,6.58,6.703333333,0.018398807
3574,6.58,6.703333333,0.018398807
3725,6.58,6.677777778,0.014642263
3726,6.58,6.677777778,0.014642263
357,6.59,6.641111111,0.007696169
358,6.59,6.641111111,0.007696169
513,6.59,6.678888889,0.013308934
514,6.59,6.678888889,0.013308934
575,6.59,6.748888889,0.02354297
576,6.59,6.748888889,0.02354297
585,6.59,6.775555556,0.027386028
586,6.59,6.775555556,0.027386028
1037,6.59,6.581111111,0.001350667
1038,6.59,6.581111111,0.001350667
1323,6.59,6.433333333,0.024352332
1324,6.59,6.433333333,0.024352332
1387,6.59,6.398888889,0.029866296
1388,6.59,6.398888889,0.029866296
1447,6.59,6.578888889,0.001688904
1448,6.59,6.578888889,0.001688904
1809,6.59,6.593333333,0.000505561
1810,6.59,6.593333333,0.000505561
2031,6.59,6.5,0.013846154
2032,6.59,6.5,0.013846154
2039,6.59,6.615555556,0.003862949
2040,6.59,6.615555556,0.003862949
2069,6.59,6.56,0.004573171
2070,6.59,6.56,0.004573171
2077,6.59,6.677777778,0.013144759
2078,6.59,6.677777778,0.013144759
2113,6.59,6.587777778,0.000337325
2114,6.59,6.587777778,0.000337325
2175,6.59,6.515555556,0.011425648
2176,6.59,6.515555556,0.011425648
2241,6.59,6.771111111,0.026747621
2242,6.59,6.771111111,0.026747621
2327,6.59,6.482222222,0.016626671
2328,6.59,6.482222222,0.016626671
2469,6.59,6.716666667,0.018858561
2470,6.59,6.716666667,0.018858561
2531,6.59,6.62,0.004531722
2532,6.59,6.62,0.004531722
2635,6.59,6.478888889,0.017149717
2636,6.59,6.478888889,0.017149717
2719,6.59,6.536666667,0.008159102
2720,6.59,6.536666667,0.008159102
2783,6.59,6.635555556,0.006865372
2784,6.59,6.635555556,0.006865372
2823,6.59,6.627777778,0.005699916
2824,6.59,6.627777778,0.005699916
3239,6.59,6.478888889,0.017149717
3240,6.59,6.478888889,0.017149717
3401,6.59,6.366666667,0.035078534
3402,6.59,6.366666667,0.035078534
3551,6.59,6.537777778,0.007987763
3552,6.59,6.537777778,0.007987763
3839,6.59,6.646666667,0.008525577
3840,6.59,6.646666667,0.008525577
3849,6.59,6.726666667,0.020317146
3850,6.59,6.726666667,0.020317146
3997,6.59,6.641111111,0.007696169
3998,6.59,6.641111111,0.007696169
5,6.6,6.627777778,0.004191115
6,6.6,6.627777778,0.004191115
95,6.6,6.555555556,0.006779661
96,6.6,6.555555556,0.006779661
409,6.6,6.604444444,0.000672948
410,6.6,6.604444444,0.000672948
647,6.6,6.581111111,0.002870167
648,6.6,6.581111111,0.002870167
971,6.6,6.451111111,0.023079573
972,6.6,6.451111111,0.023079573
1001,6.6,6.532222222,0.010375914
1002,6.6,6.532222222,0.010375914
1135,6.6,6.691111111,0.013616739
1136,6.6,6.691111111,0.013616739
1173,6.6,6.66,0.009009009
1174,6.6,6.66,0.009009009
1375,6.6,6.498888889,0.015558215
1376,6.6,6.498888889,0.015558215
1435,6.6,6.643333333,0.00652283
1436,6.6,6.643333333,0.00652283
1547,6.6,6.921111111,0.04639589
1548,6.6,6.921111111,0.04639589
1583,6.6,6.74,0.020771513
1584,6.6,6.74,0.020771513
1591,6.6,6.587777778,0.001855288
1592,6.6,6.587777778,0.001855288
1833,6.6,6.618888889,0.002853785
1834,6.6,6.618888889,0.002853785
2083,6.6,6.603333333,0.000504796
2084,6.6,6.603333333,0.000504796
2105,6.6,6.635555556,0.005358339
2106,6.6,6.635555556,0.005358339
2207,6.6,6.567777778,0.004906107
2208,6.6,6.567777778,0.004906107
2227,6.6,6.514444444,0.013133208
2228,6.6,6.514444444,0.013133208
2269,6.6,6.614444444,0.002183773
2270,6.6,6.614444444,0.002183773
2273,6.6,6.603333333,0.000504796
2274,6.6,6.603333333,0.000504796
2293,6.6,6.598888889,0.000168379
2294,6.6,6.598888889,0.000168379
2439,6.6,6.618888889,0.002853785
2440,6.6,6.618888889,0.002853785
2537,6.6,6.635555556,0.005358339
2538,6.6,6.635555556,0.005358339
2899,6.6,6.546666667,0.00814664
2900,6.6,6.546666667,0.00814664
2959,6.6,6.716666667,0.017369727
2960,6.6,6.716666667,0.017369727
3087,6.6,6.728888889,0.019154557
3088,6.6,6.728888889,0.019154557
3119,6.6,6.653333333,0.008016032
3120,6.6,6.653333333,0.008016032
3431,6.6,6.821111111,0.032415703
3432,6.6,6.821111111,0.032415703
3615,6.6,6.655555556,0.008347245
3616,6.6,6.655555556,0.008347245
3681,6.6,6.693333333,0.013944223
3682,6.6,6.693333333,0.013944223
3917,6.6,6.666666667,0.01
3918,6.6,6.666666667,0.01
3979,6.6,6.725555556,0.018668429
3980,6.6,6.725555556,0.018668429
29,6.61,6.533333333,0.011734694
30,6.61,6.533333333,0.011734694
45,6.61,6.494444444,0.017792985
46,6.61,6.494444444,0.017792985
269,6.61,6.695555556,0.012777962
270,6.61,6.695555556,0.012777962
459,6.61,6.72,0.016369048
460,6.61,6.72,0.016369048
777,6.61,6.808888889,0.029210183
778,6.61,6.808888889,0.029210183
973,6.61,6.652222222,0.006347085
974,6.61,6.652222222,0.006347085
1053,6.61,6.525555556,0.012940576
1054,6.61,6.525555556,0.012940576
1203,6.61,6.518888889,0.013976479
1204,6.61,6.518888889,0.013976479
1561,6.61,6.664444444,0.00816939
1562,6.61,6.664444444,0.00816939
1895,6.61,6.501111111,0.016749274
1896,6.61,6.501111111,0.016749274
2163,6.61,6.636666667,0.004018081
2164,6.61,6.636666667,0.004018081
2201,6.61,6.528888889,0.012423417
2202,6.61,6.528888889,0.012423417
2281,6.61,6.58,0.004559271
2282,6.61,6.58,0.004559271
2305,6.61,6.663333333,0.008004002
2306,6.61,6.663333333,0.008004002
2325,6.61,6.671111111,0.00916056
2326,6.61,6.671111111,0.00916056
2461,6.61,6.832222222,0.032525614
2462,6.61,6.832222222,0.032525614
2617,6.61,6.466666667,0.022164948
2618,6.61,6.466666667,0.022164948
3035,6.61,6.701111111,0.013596419
3036,6.61,6.701111111,0.013596419
3841,6.61,6.646666667,0.00551655
3842,6.61,6.646666667,0.00551655
4067,6.61,6.561111111,0.007451312
4068,6.61,6.561111111,0.007451312
229,6.62,6.608888889,0.001681237
230,6.62,6.608888889,0.001681237
411,6.62,6.776666667,0.023118544
412,6.62,6.776666667,0.023118544
503,6.62,6.666666667,0.007
504,6.62,6.666666667,0.007
505,6.62,6.604444444,0.002355316
506,6.62,6.604444444,0.002355316
593,6.62,6.594444444,0.003875316
594,6.62,6.594444444,0.003875316
595,6.62,6.648888889,0.00434492
596,6.62,6.648888889,0.00434492
731,6.62,6.737777778,0.017480211
732,6.62,6.737777778,0.017480211
917,6.62,6.494444444,0.019332763
918,6.62,6.494444444,0.019332763
961,6.62,6.66,0.006006006
962,6.62,6.66,0.006006006
1047,6.62,6.604444444,0.002355316
1048,6.62,6.604444444,0.002355316
1195,6.62,6.632222222,0.001842855
1196,6.62,6.632222222,0.001842855
1213,6.62,6.564444444,0.008463101
1214,6.62,6.564444444,0.008463101
1253,6.62,6.647777778,0.004178506
1254,6.62,6.647777778,0.004178506
1353,6.62,6.512222222,0.016550077
1354,6.62,6.512222222,0.016550077
1449,6.62,6.642222222,0.003345601
1450,6.62,6.642222222,0.003345601
1631,6.62,6.464444444,0.024063252
1632,6.62,6.464444444,0.024063252
1755,6.62,6.701111111,0.012104129
1756,6.62,6.701111111,0.012104129
1827,6.62,6.523333333,0.0148186
1828,6.62,6.523333333,0.0148186
1845,6.62,6.711111111,0.013576159
1846,6.62,6.711111111,0.013576159
2129,6.62,6.722222222,0.015206612
2130,6.62,6.722222222,0.015206612
2157,6.62,6.563333333,0.008633824
2158,6.62,6.563333333,0.008633824
2313,6.62,6.558888889,0.009317296
2314,6.62,6.558888889,0.009317296
2403,6.62,6.538888889,0.012404418
2404,6.62,6.538888889,0.012404418
2493,6.62,6.595555556,0.003706199
2494,6.62,6.595555556,0.003706199
2511,6.62,6.76,0.020710059
2512,6.62,6.76,0.020710059
2763,6.62,6.66,0.006006006
2764,6.62,6.66,0.006006006
2839,6.62,6.84,0.032163743
2840,6.62,6.84,0.032163743
3167,6.62,6.653333333,0.00501002
3168,6.62,6.653333333,0.00501002
3273,6.62,6.776666667,0.023118544
3274,6.62,6.776666667,0.023118544
3421,6.62,6.594444444,0.003875316
3422,6.62,6.594444444,0.003875316
3425,6.62,6.583333333,0.00556962
3426,6.62,6.583333333,0.00556962
3531,6.62,6.843333333,0.032635168
3532,6.62,6.843333333,0.032635168
3611,6.62,6.564444444,0.008463101
3612,6.62,6.564444444,0.008463101
3643,6.62,6.472222222,0.022832618
3644,6.62,6.472222222,0.022832618
3891,6.62,6.663333333,0.006503252
3892,6.62,6.663333333,0.006503252
159,6.63,6.702222222,0.010775862
160,6.63,6.702222222,0.010775862
163,6.63,6.702222222,0.010775862
164,6.63,6.702222222,0.010775862
173,6.63,6.664444444,0.005168389
174,6.63,6.664444444,0.005168389
259,6.63,6.541111111,0.013589264
260,6.63,6.541111111,0.013589264
415,6.63,6.618888889,0.001678697
416,6.63,6.618888889,0.001678697
583,6.63,6.361111111,0.042270742
584,6.63,6.361111111,0.042270742
621,6.63,6.62,0.001510574
622,6.63,6.62,0.001510574
637,6.63,6.458888889,0.026492345
638,6.63,6.458888889,0.026492345
875,6.63,6.562222222,0.01032848
876,6.63,6.562222222,0.01032848
989,6.63,6.525555556,0.016005449
990,6.63,6.525555556,0.016005449
1555,6.63,6.634444444,0.000669905
1556,6.63,6.634444444,0.000669905
1615,6.63,6.613333333,0.002520161
1616,6.63,6.613333333,0.002520161
1623,6.63,6.771111111,0.020840171
1624,6.63,6.771111111,0.020840171
1719,6.63,6.694444444,0.009626556
1720,6.63,6.694444444,0.009626556
2043,6.63,6.527777778,0.015659574
2044,6.63,6.527777778,0.015659574
2065,6.63,6.651111111,0.003174073
2066,6.63,6.651111111,0.003174073
2209,6.63,6.744444444,0.016968699
2210,6.63,6.744444444,0.016968699
2215,6.63,6.677777778,0.007154742
