,Actual,Prediction,% Diff
787,6.13,6.341111111,0.033292448
788,6.13,6.341111111,0.033292448
1085,6.13,6.204444444,0.011998567
1086,6.13,6.204444444,0.011998567
1803,6.13,6.13,0
1804,6.13,6.13,0
2255,6.13,6.264444444,0.021461511
2256,6.13,6.264444444,0.021461511
2645,6.13,6.153333333,0.003791983
2646,6.13,6.153333333,0.003791983
3017,6.13,6.275555556,0.023194051
3018,6.13,6.275555556,0.023194051
3557,6.13,5.965555556,0.027565655
3558,6.13,5.965555556,0.027565655
4061,6.13,6.204444444,0.011998567
4062,6.13,6.204444444,0.011998567
2057,6.14,6.243333333,0.016550988
2058,6.14,6.243333333,0.016550988
2701,6.14,6.2,0.009677419
2702,6.14,6.2,0.009677419
3751,6.14,6.171111111,0.005041412
3752,6.14,6.171111111,0.005041412
75,6.15,6.171111111,0.003420958
76,6.15,6.171111111,0.003420958
909,6.15,6.246666667,0.01547492
910,6.15,6.246666667,0.01547492
1661,6.15,6.11,0.006546645
1662,6.15,6.11,0.006546645
2005,6.15,6.037777778,0.018586676
2006,6.15,6.037777778,0.018586676
2787,6.15,6.218888889,0.011077363
2788,6.15,6.218888889,0.011077363
2853,6.15,6.257777778,0.017223011
2854,6.15,6.257777778,0.017223011
3037,6.15,6.105555556,0.007279345
3038,6.15,6.105555556,0.007279345
249,6.16,6.33,0.02685624
250,6.16,6.33,0.02685624
389,6.16,6.325555556,0.026172493
390,6.16,6.325555556,0.026172493
749,6.16,6.094444444,0.010756609
750,6.16,6.094444444,0.010756609
831,6.16,6.25,0.0144
832,6.16,6.25,0.0144
837,6.16,6.131111111,0.004711852
838,6.16,6.131111111,0.004711852
1333,6.16,6.154444444,0.00090269
1334,6.16,6.154444444,0.00090269
1907,6.16,6.196666667,0.00591716
1908,6.16,6.196666667,0.00591716
1983,6.16,6.222222222,0.01
1984,6.16,6.222222222,0.01
1997,6.16,6.124444444,0.005805515
1998,6.16,6.124444444,0.005805515
2555,6.16,6.074444444,0.014084507
2556,6.16,6.074444444,0.014084507
2627,6.16,6.066666667,0.015384615
2628,6.16,6.066666667,0.015384615
103,6.17,6.102222222,0.011107065
104,6.17,6.102222222,0.011107065
1155,6.17,6.108888889,0.010003638
1156,6.17,6.108888889,0.010003638
1441,6.17,6.302222222,0.020980254
1442,6.17,6.302222222,0.020980254
1553,6.17,6.391111111,0.034596662
1554,6.17,6.391111111,0.034596662
3069,6.17,6.151111111,0.003070809
3070,6.17,6.151111111,0.003070809
203,6.18,6.216666667,0.005898123
204,6.18,6.216666667,0.005898123
449,6.18,6.106666667,0.012008734
450,6.18,6.106666667,0.012008734
507,6.18,6.28,0.015923567
508,6.18,6.28,0.015923567
1199,6.18,6.113333333,0.010905125
1200,6.18,6.113333333,0.010905125
2109,6.18,6.264444444,0.013479957
2110,6.18,6.264444444,0.013479957
2205,6.18,6.283333333,0.016445623
2206,6.18,6.283333333,0.016445623
3495,6.18,6.103333333,0.012561442
3496,6.18,6.103333333,0.012561442
3807,6.18,6.144444444,0.005786618
3808,6.18,6.144444444,0.005786618
207,6.19,6.277777778,0.013982301
208,6.19,6.277777778,0.013982301
543,6.19,6.132222222,0.009421997
544,6.19,6.132222222,0.009421997
705,6.19,6.045555556,0.023892667
706,6.19,6.045555556,0.023892667
723,6.19,6.192222222,0.000358873
724,6.19,6.192222222,0.000358873
1243,6.19,6.218888889,0.004645346
1244,6.19,6.218888889,0.004645346
1465,6.19,6.464444444,0.042454452
1466,6.19,6.464444444,0.042454452
1499,6.19,6.453333333,0.040805785
1500,6.19,6.453333333,0.040805785
1507,6.19,6.075555556,0.018836869
1508,6.19,6.075555556,0.018836869
1889,6.19,6.291111111,0.016072059
1890,6.19,6.291111111,0.016072059
2873,6.19,6.068888889,0.01995606
2874,6.19,6.068888889,0.01995606
3499,6.19,6.065555556,0.020516578
3500,6.19,6.065555556,0.020516578
205,6.2,6.172222222,0.00450045
206,6.2,6.172222222,0.00450045
251,6.2,6.287777778,0.013960064
252,6.2,6.287777778,0.013960064
699,6.2,6.146666667,0.00867679
700,6.2,6.146666667,0.00867679
927,6.2,6.207777778,0.001252909
928,6.2,6.207777778,0.001252909
975,6.2,6.351111111,0.023792862
976,6.2,6.351111111,0.023792862
985,6.2,6.176666667,0.003777658
986,6.2,6.176666667,0.003777658
1601,6.2,6.048888889,0.024981631
1602,6.2,6.048888889,0.024981631
2677,6.2,6.011111111,0.03142329
2678,6.2,6.011111111,0.03142329
3447,6.2,6.265555556,0.010462848
3448,6.2,6.265555556,0.010462848
969,6.21,6.353333333,0.022560336
970,6.21,6.353333333,0.022560336
1141,6.21,6.198888889,0.001792436
1142,6.21,6.198888889,0.001792436
2029,6.21,6.251111111,0.006576609
2030,6.21,6.251111111,0.006576609
2091,6.21,6.221111111,0.001786033
2092,6.21,6.221111111,0.001786033
2169,6.21,6.248888889,0.006223329
2170,6.21,6.248888889,0.006223329
2339,6.21,6.274444444,0.01027094
2340,6.21,6.274444444,0.01027094
2559,6.21,6.22,0.001607717
2560,6.21,6.22,0.001607717
3103,6.21,6.316666667,0.016886544
3104,6.21,6.316666667,0.016886544
3929,6.21,6.085555556,0.020449151
3930,6.21,6.085555556,0.020449151
309,6.22,6.1,0.019672131
310,6.22,6.1,0.019672131
1505,6.22,6.144444444,0.012296564
1506,6.22,6.144444444,0.012296564
1807,6.22,6.142222222,0.012662808
1808,6.22,6.142222222,0.012662808
1929,6.22,6.202222222,0.002866356
1930,6.22,6.202222222,0.002866356
2827,6.22,6.283333333,0.010079576
2828,6.22,6.283333333,0.010079576
3507,6.22,6.102222222,0.019300801
3508,6.22,6.102222222,0.019300801
711,6.23,6.282222222,0.008312699
712,6.23,6.282222222,0.008312699
1221,6.23,6.134444444,0.015576888
1222,6.23,6.134444444,0.015576888
1443,6.23,6.262222222,0.005145493
1444,6.23,6.262222222,0.005145493
3511,6.23,6.302222222,0.011459803
3512,6.23,6.302222222,0.011459803
715,6.24,6.414444444,0.027195566
716,6.24,6.414444444,0.027195566
933,6.24,5.896666667,0.058224986
934,6.24,5.896666667,0.058224986
1361,6.24,6.142222222,0.015918958
1362,6.24,6.142222222,0.015918958
2235,6.24,6.426666667,0.029045643
2236,6.24,6.426666667,0.029045643
2921,6.24,6.678888889,0.06571286
2922,6.24,6.678888889,0.06571286
2939,6.24,6.227777778,0.001962533
2940,6.24,6.227777778,0.001962533
3305,6.24,6.061111111,0.029514207
3306,6.24,6.061111111,0.029514207
3575,6.24,6.254444444,0.002309469
3576,6.24,6.254444444,0.002309469
4055,6.24,6.251111111,0.001777462
4056,6.24,6.251111111,0.001777462
617,6.25,6.24,0.001602564
618,6.25,6.24,0.001602564
627,6.25,6.392222222,0.022249261
628,6.25,6.392222222,0.022249261
935,6.25,6.306666667,0.008985201
936,6.25,6.306666667,0.008985201
1267,6.25,6.27,0.003189793
1268,6.25,6.27,0.003189793
1627,6.25,6.327777778,0.012291484
1628,6.25,6.327777778,0.012291484
1957,6.25,6.375555556,0.019693273
1958,6.25,6.375555556,0.019693273
2073,6.25,6.221111111,0.004643686
2074,6.25,6.221111111,0.004643686
2161,6.25,6.22,0.004823151
2162,6.25,6.22,0.004823151
2911,6.25,6.071111111,0.029465593
2912,6.25,6.071111111,0.029465593
3145,6.25,6.246666667,0.000533618
3146,6.25,6.246666667,0.000533618
3581,6.25,6.043333333,0.034197463
3582,6.25,6.043333333,0.034197463
3607,6.25,6.215555556,0.005541652
3608,6.25,6.215555556,0.005541652
3667,6.25,6.222222222,0.004464286
3668,6.25,6.222222222,0.004464286
3805,6.25,6.141111111,0.017731138
3806,6.25,6.141111111,0.017731138
3883,6.25,6.331111111,0.012811513
3884,6.25,6.331111111,0.012811513
4081,6.25,6.262222222,0.001951739
4082,6.25,6.262222222,0.001951739
703,6.26,6.091111111,0.027727107
704,6.26,6.091111111,0.027727107
747,6.26,6.284444444,0.003889675
748,6.26,6.284444444,0.003889675
879,6.26,6.241111111,0.003026527
880,6.26,6.241111111,0.003026527
1185,6.26,6.202222222,0.009315657
1186,6.26,6.202222222,0.009315657
1423,6.26,6.208888889,0.008231926
1424,6.26,6.208888889,0.008231926
1715,6.26,6.168888889,0.014769452
1716,6.26,6.168888889,0.014769452
2103,6.26,6.306666667,0.007399577
2104,6.26,6.306666667,0.007399577
2431,6.26,6.193333333,0.010764263
2432,6.26,6.193333333,0.010764263
2457,6.26,6.225555556,0.00553275
2458,6.26,6.225555556,0.00553275
2467,6.26,6.256666667,0.000532765
2468,6.26,6.256666667,0.000532765
2981,6.26,6.301111111,0.006524423
2982,6.26,6.301111111,0.006524423
3595,6.26,6.272222222,0.001948627
3596,6.26,6.272222222,0.001948627
183,6.27,6.317777778,0.007562434
184,6.27,6.317777778,0.007562434
307,6.27,6.224444444,0.007318815
308,6.27,6.224444444,0.007318815
821,6.27,6.461111111,0.029578676
822,6.27,6.461111111,0.029578676
1007,6.27,6.265555556,0.000709346
1008,6.27,6.265555556,0.000709346
1429,6.27,6.324444444,0.008608573
1430,6.27,6.324444444,0.008608573
2203,6.27,6.453333333,0.028409091
2204,6.27,6.453333333,0.028409091
2237,6.27,6.224444444,0.007318815
2238,6.27,6.224444444,0.007318815
2575,6.27,6.301111111,0.004937401
2576,6.27,6.301111111,0.004937401
3915,6.27,6.433333333,0.025388601
3916,6.27,6.433333333,0.025388601
397,6.28,6.284444444,0.000707214
398,6.28,6.284444444,0.000707214
515,6.28,6.074444444,0.0338394
516,6.28,6.074444444,0.0338394
539,6.28,6.374444444,0.014816106
540,6.28,6.374444444,0.014816106
833,6.28,6.42,0.021806854
834,6.28,6.42,0.021806854
2219,6.28,6.285555556,0.000883861
2220,6.28,6.285555556,0.000883861
2437,6.28,6.332222222,0.008247061
2438,6.28,6.332222222,0.008247061
3475,6.28,6.405555556,0.019601041
3476,6.28,6.405555556,0.019601041
527,6.29,6.273333333,0.002656748
528,6.29,6.273333333,0.002656748
599,6.29,6.371111111,0.012731078
600,6.29,6.371111111,0.012731078
905,6.29,6.077777778,0.034917733
906,6.29,6.077777778,0.034917733
1201,6.29,6.103333333,0.03058438
1202,6.29,6.103333333,0.03058438
1593,6.29,6.388888889,0.015478261
1594,6.29,6.388888889,0.015478261
1785,6.29,5.987777778,0.050473186
1786,6.29,5.987777778,0.050473186
2049,6.29,6.46,0.026315789
2050,6.29,6.46,0.026315789
2193,6.29,6.223333333,0.010712373
2194,6.29,6.223333333,0.010712373
2637,6.29,6.262222222,0.00443577
2638,6.29,6.262222222,0.00443577
3243,6.29,6.061111111,0.03776352
3244,6.29,6.061111111,0.03776352
3669,6.29,6.222222222,0.010892857
3670,6.29,6.222222222,0.010892857
3753,6.29,6.211111111,0.012701252
3754,6.29,6.211111111,0.012701252
707,6.3,6.396666667,0.015112038
708,6.3,6.396666667,0.015112038
899,6.3,6.496666667,0.030271934
900,6.3,6.496666667,0.030271934
1629,6.3,6.276666667,0.003717472
1630,6.3,6.276666667,0.003717472
1861,6.3,6.377777778,0.012195122
1862,6.3,6.377777778,0.012195122
2137,6.3,6.408888889,0.016990291
2138,6.3,6.408888889,0.016990291
2507,6.3,6.275555556,0.003895184
2508,6.3,6.275555556,0.003895184
2607,6.3,6.364444444,0.010125698
2608,6.3,6.364444444,0.010125698
2639,6.3,6.271111111,0.004606662
2640,6.3,6.271111111,0.004606662
2687,6.3,6.594444444,0.044650379
2688,6.3,6.594444444,0.044650379
2735,6.3,6.476666667,0.027277406
2736,6.3,6.476666667,0.027277406
2933,6.3,6.43,0.020217729
2934,6.3,6.43,0.020217729
3257,6.3,6.381111111,0.012711127
3258,6.3,6.381111111,0.012711127
3351,6.3,6.131111111,0.027546212
3352,6.3,6.131111111,0.027546212
3687,6.3,7.03,0.103840683
3688,6.3,7.03,0.103840683
0,6.31,6.118888889,0.031232976
433,6.31,6.613333333,0.045866935
434,6.31,6.613333333,0.045866935
477,6.31,6.381111111,0.011144001
478,6.31,6.381111111,0.011144001
557,6.31,6.198888889,0.017924359
558,6.31,6.198888889,0.017924359
1219,6.31,6.558888889,0.037946807
1220,6.31,6.558888889,0.037946807
1401,6.31,6.418888889,0.016963822
1402,6.31,6.418888889,0.016963822
1835,6.31,6.448888889,0.021536871
1836,6.31,6.448888889,0.021536871
1933,6.31,6.423333333,0.017644006
1934,6.31,6.423333333,0.017644006
2283,6.31,6.416666667,0.016623377
2284,6.31,6.416666667,0.016623377
2365,6.31,6.412222222,0.015941778
2366,6.31,6.412222222,0.015941778
2459,6.31,6.282222222,0.004421648
2460,6.31,6.282222222,0.004421648
2597,6.31,6.016666667,0.048753463
2598,6.31,6.016666667,0.048753463
2923,6.31,6.111111111,0.032545455
2924,6.31,6.111111111,0.032545455
3287,6.31,6.313333333,0.000527983
3288,6.31,6.313333333,0.000527983
3535,6.31,6.573333333,0.040060852
3536,6.31,6.573333333,0.040060852
3609,6.31,6.503333333,0.029728344
3610,6.31,6.503333333,0.029728344
567,6.32,6.3,0.003174603
568,6.32,6.3,0.003174603
791,6.32,6.237777778,0.013181332
792,6.32,6.237777778,0.013181332
1251,6.32,5.918888889,0.067767974
1252,6.32,5.918888889,0.067767974
1433,6.32,6.426666667,0.01659751
1434,6.32,6.426666667,0.01659751
1607,6.32,6.264444444,0.008868393
1608,6.32,6.264444444,0.008868393
1801,6.32,6.481111111,0.024858563
1802,6.32,6.481111111,0.024858563
2123,6.32,6.406666667,0.013527575
2124,6.32,6.406666667,0.013527575
2323,6.32,6.473333333,0.023686921
2324,6.32,6.473333333,0.023686921
3157,6.32,6.378888889,0.009231841
3158,6.32,6.378888889,0.009231841
3233,6.32,6.834444444,0.075272313
3234,6.32,6.834444444,0.075272313
3423,6.32,6.356666667,0.005768222
3424,6.32,6.356666667,0.005768222
41,6.33,6.338888889,0.001402279
42,6.33,6.338888889,0.001402279
209,6.33,6.302222222,0.004407616
210,6.33,6.302222222,0.004407616
685,6.33,6.24,0.014423077
686,6.33,6.24,0.014423077
1087,6.33,6.246666667,0.013340448
1088,6.33,6.246666667,0.013340448
1421,6.33,6.288888889,0.006537102
1422,6.33,6.288888889,0.006537102
2159,6.33,6.214444444,0.018594672
2160,6.33,6.214444444,0.018594672
2449,6.33,6.423333333,0.014530358
2450,6.33,6.423333333,0.014530358
2477,6.33,6.573333333,0.037018256
2478,6.33,6.573333333,0.037018256
2503,6.33,6.503333333,0.026652998
2504,6.33,6.503333333,0.026652998
2653,6.33,6.716666667,0.057568238
2654,6.33,6.716666667,0.057568238
2937,6.33,6.143333333,0.030385241
2938,6.33,6.143333333,0.030385241
3005,6.33,6.257777778,0.011541193
3006,6.33,6.257777778,0.011541193
3097,6.33,6.113333333,0.035441658
3098,6.33,6.113333333,0.035441658
3227,6.33,6.332222222,0.000350939
3228,6.33,6.332222222,0.000350939
3365,6.33,6.087777778,0.039788283
3366,6.33,6.087777778,0.039788283
3831,6.33,6.243333333,0.013881474
3832,6.33,6.243333333,0.013881474
27,6.34,6.453333333,0.017561983
28,6.34,6.453333333,0.017561983
563,6.34,6.427777778,0.013656007
564,6.34,6.427777778,0.013656007
813,6.34,6.418888889,0.012290116
814,6.34,6.418888889,0.012290116
1699,6.34,6.261111111,0.012599823
1700,6.34,6.261111111,0.012599823
1805,6.34,6.374444444,0.005403521
1806,6.34,6.374444444,0.005403521
1935,6.34,6.442222222,0.015867541
1936,6.34,6.442222222,0.015867541
2801,6.34,6.257777778,0.013139205
2802,6.34,6.257777778,0.013139205
2999,6.34,6.418888889,0.012290116
3000,6.34,6.418888889,0.012290116
3083,6.34,6.25,0.0144
3084,6.34,6.25,0.0144
3701,6.34,6.32,0.003164557
3702,6.34,6.32,0.003164557
3885,6.34,6.241111111,0.015844757
3886,6.34,6.241111111,0.015844757
3907,6.34,6.348888889,0.00140007
3908,6.34,6.348888889,0.00140007
485,6.35,6.476666667,0.019557385
486,6.35,6.476666667,0.019557385
555,6.35,6.186666667,0.026400862
556,6.35,6.186666667,0.026400862
1283,6.35,6.264444444,0.013657325
1284,6.35,6.264444444,0.013657325
1317,6.35,6.324444444,0.004040759
1318,6.35,6.324444444,0.004040759
1873,6.35,6.302222222,0.0075811
1874,6.35,6.302222222,0.0075811
2387,6.35,6.434444444,0.013123813
2388,6.35,6.434444444,0.013123813
2535,6.35,6.241111111,0.017447036
2536,6.35,6.241111111,0.017447036
2703,6.35,6.15,0.032520325
2704,6.35,6.15,0.032520325
2967,6.35,6.456666667,0.016520392
2968,6.35,6.456666667,0.016520392
3089,6.35,6.232222222,0.018898199
3090,6.35,6.232222222,0.018898199
3325,6.35,6.361111111,0.001746725
3326,6.35,6.361111111,0.001746725
953,6.36,6.303333333,0.008989952
954,6.36,6.303333333,0.008989952
1165,6.36,6.532222222,0.026365028
1166,6.36,6.532222222,0.026365028
1169,6.36,6.462222222,0.015818432
1170,6.36,6.462222222,0.015818432
1281,6.36,6.434444444,0.011569677
1282,6.36,6.434444444,0.011569677
1667,6.36,6.337777778,0.003506311
1668,6.36,6.337777778,0.003506311
1899,6.36,6.574444444,0.032617881
1900,6.36,6.574444444,0.032617881
2017,6.36,6.355555556,0.000699301
2018,6.36,6.355555556,0.000699301
2259,6.36,6.478888889,0.018350197
2260,6.36,6.478888889,0.018350197
2345,6.36,6.524444444,0.02520436
2346,6.36,6.524444444,0.02520436
2373,6.36,6.437777778,0.012081464
2374,6.36,6.437777778,0.012081464
2745,6.36,6.471111111,0.01717033
2746,6.36,6.471111111,0.01717033
2871,6.36,6.838888889,0.07002437
2872,6.36,6.838888889,0.07002437
3073,6.36,6.396666667,0.005732152
3074,6.36,6.396666667,0.005732152
3637,6.36,6.263333333,0.015433741
3638,6.36,6.263333333,0.015433741
9,6.37,6.394444444,0.003822763
10,6.37,6.394444444,0.003822763
343,6.37,6.335555556,0.005436689
344,6.37,6.335555556,0.005436689
361,6.37,6.435555556,0.010186464
362,6.37,6.435555556,0.010186464
863,6.37,6.445555556,0.011722117
864,6.37,6.445555556,0.011722117
1101,6.37,6.338888889,0.004907975
1102,6.37,6.338888889,0.004907975
1427,6.37,6.377777778,0.001219512
1428,6.37,6.377777778,0.001219512
2053,6.37,6.265555556,0.016669622
2054,6.37,6.265555556,0.016669622
2167,6.37,6.357777778,0.001922405
2168,6.37,6.357777778,0.001922405
2577,6.37,6.348888889,0.003325166
2578,6.37,6.348888889,0.003325166
3589,6.37,6.347777778,0.003500788
3590,6.37,6.347777778,0.003500788
2289,6.38,6.446666667,0.010341262
2290,6.38,6.446666667,0.010341262
2681,6.38,6.478888889,0.015263248
2682,6.38,6.478888889,0.015263248
3339,6.38,6.36,0.003144654
3340,6.38,6.36,0.003144654
4031,6.38,6.631111111,0.037868633
4032,6.38,6.631111111,0.037868633
135,6.39,6.484444444,0.01456477
136,6.39,6.484444444,0.01456477
175,6.39,6.415555556,0.003983374
176,6.39,6.415555556,0.003983374
247,6.39,6.32,0.011075949
248,6.39,6.32,0.011075949
391,6.39,6.464444444,0.011515985
392,6.39,6.464444444,0.011515985
611,6.39,6.371111111,0.002964772
612,6.39,6.371111111,0.002964772
1073,6.39,6.396666667,0.001042209
1074,6.39,6.396666667,0.001042209
1187,6.39,6.746666667,0.052865613
1188,6.39,6.746666667,0.052865613
1855,6.39,6.46,0.010835913
1856,6.39,6.46,0.010835913
1875,6.39,6.332222222,0.009124408
1876,6.39,6.332222222,0.009124408
1979,6.39,6.547777778,0.024096386
1980,6.39,6.547777778,0.024096386
2045,6.39,6.514444444,0.019102848
2046,6.39,6.514444444,0.019102848
2189,6.39,6.521111111,0.02010564
2190,6.39,6.521111111,0.02010564
2217,6.39,6.448888889,0.009131633
2218,6.39,6.448888889,0.009131633
2429,6.39,6.71,0.047690015
2430,6.39,6.71,0.047690015
2579,6.39,6.348888889,0.006475324
2580,6.39,6.348888889,0.006475324
3803,6.39,6.418888889,0.004500606
3804,6.39,6.418888889,0.004500606
3871,6.39,6.46,0.010835913
3872,6.39,6.46,0.010835913
51,6.4,6.288888889,0.017667845
52,6.4,6.288888889,0.017667845
763,6.4,6.533333333,0.020408163
764,6.4,6.533333333,0.020408163
1153,6.4,6.4,1.66533E-15
1154,6.4,6.4,1.66533E-15
1385,6.4,6.441111111,0.006382612
1386,6.4,6.441111111,0.006382612
1467,6.4,6.388888889,0.00173913
1468,6.4,6.388888889,0.00173913
1579,6.4,6.478888889,0.012176299
1580,6.4,6.478888889,0.012176299
2095,6.4,6.451111111,0.007922838
2096,6.4,6.451111111,0.007922838
2371,6.4,6.448888889,0.007580979
2372,6.4,6.448888889,0.007580979
3131,6.4,6.504444444,0.016057397
3132,6.4,6.504444444,0.016057397
3291,6.4,6.583333333,0.027848101
3292,6.4,6.583333333,0.027848101
3301,6.4,6.467777778,0.010479299
3302,6.4,6.467777778,0.010479299
3767,6.4,6.572222222,0.026204565
3768,6.4,6.572222222,0.026204565
4071,6.4,6.371111111,0.004534356
4072,6.4,6.371111111,0.004534356
393,6.41,6.512222222,0.01569698
394,6.41,6.512222222,0.01569698
713,6.41,6.421111111,0.001730403
714,6.41,6.421111111,0.001730403
733,6.41,6.495555556,0.013171399
734,6.41,6.495555556,0.013171399
919,6.41,6.42,0.001557632
920,6.41,6.42,0.001557632
995,6.41,6.542222222,0.020210598
996,6.41,6.542222222,0.020210598
1157,6.41,6.304444444,0.016743038
1158,6.41,6.304444444,0.016743038
1299,6.41,6.26,0.023961661
1300,6.41,6.26,0.023961661
1459,6.41,6.533333333,0.018877551
1460,6.41,6.533333333,0.018877551
1461,6.41,6.533333333,0.018877551
1462,6.41,6.533333333,0.018877551
1775,6.41,6.461111111,0.007910576
1776,6.41,6.461111111,0.007910576
1947,6.41,6.438888889,0.004486626
1948,6.41,6.438888889,0.004486626
2245,6.41,6.53,0.018376723
2246,6.41,6.53,0.018376723
2329,6.41,6.437777778,0.004314808
2330,6.41,6.437777778,0.004314808
2483,6.41,6.454444444,0.006885867
2484,6.41,6.454444444,0.006885867
3139,6.41,6.434444444,0.003798998
3140,6.41,6.434444444,0.003798998
3729,6.41,6.395555556,0.002258513
3730,6.41,6.395555556,0.002258513
99,6.42,6.458888889,0.006020987
100,6.42,6.458888889,0.006020987
165,6.42,6.452222222,0.004993973
166,6.42,6.452222222,0.004993973
697,6.42,6.438888889,0.002933563
698,6.42,6.438888889,0.002933563
1225,6.42,6.551111111,0.020013569
1226,6.42,6.551111111,0.020013569
1389,6.42,6.515555556,0.014665757
1390,6.42,6.515555556,0.014665757
1411,6.42,6.568888889,0.022665765
1412,6.42,6.568888889,0.022665765
1581,6.42,6.383333333,0.005744125
1582,6.42,6.383333333,0.005744125
2011,6.42,6.25,0.0272
2012,6.42,6.25,0.0272
2025,6.42,6.472222222,0.00806867
2026,6.42,6.472222222,0.00806867
2085,6.42,6.584444444,0.024974688
2086,6.42,6.584444444,0.024974688
2349,6.42,6.514444444,0.014497697
2350,6.42,6.514444444,0.014497697
3071,6.42,6.454444444,0.005336547
3072,6.42,6.454444444,0.005336547
3235,6.42,6.582222222,0.02464551
3236,6.42,6.582222222,0.02464551
3259,6.42,6.338888889,0.012795793
3260,6.42,6.338888889,0.012795793
3451,6.42,6.358888889,0.009610344
3452,6.42,6.358888889,0.009610344
3549,6.42,6.495555556,0.011631885
3550,6.42,6.495555556,0.011631885
3567,6.42,6.287777778,0.02102845
3568,6.42,6.287777778,0.02102845
297,6.43,6.265555556,0.026245788
298,6.43,6.265555556,0.026245788
431,6.43,6.392222222,0.00590996
432,6.43,6.392222222,0.00590996
453,6.43,6.536666667,0.016318205
454,6.43,6.536666667,0.016318205
1145,6.43,6.443333333,0.002069322
1146,6.43,6.443333333,0.002069322
1865,6.43,6.46,0.004643963
1866,6.43,6.46,0.004643963
2177,6.43,6.457777778,0.004301445
2178,6.43,6.457777778,0.004301445
2407,6.43,6.448888889,0.002929014
2408,6.43,6.448888889,0.002929014
2591,6.43,6.387777778,0.006609845
2592,6.43,6.387777778,0.006609845
2665,6.43,6.468888889,0.00601168
2666,6.43,6.468888889,0.00601168
3027,6.43,6.454444444,0.003787227
3028,6.43,6.454444444,0.003787227
3147,6.43,6.321111111,0.017226226
3148,6.43,6.321111111,0.017226226
3743,6.43,6.42,0.001557632
3744,6.43,6.42,0.001557632
3761,6.43,6.43,0
3762,6.43,6.43,0
3921,6.43,6.457777778,0.004301445
3922,6.43,6.457777778,0.004301445
3939,6.43,6.544444444,0.017487267
3940,6.43,6.544444444,0.017487267
3991,6.43,6.304444444,0.019915404
3992,6.43,6.304444444,0.019915404
275,6.44,6.364444444,0.011871508
276,6.44,6.364444444,0.011871508
419,6.44,6.426666667,0.002074689
420,6.44,6.426666667,0.002074689
531,6.44,6.304444444,0.021501586
532,6.44,6.304444444,0.021501586
591,6.44,6.587777778,0.022432113
592,6.44,6.587777778,0.022432113
641,6.44,6.516666667,0.011764706
642,6.44,6.516666667,0.011764706
663,6.44,6.451111111,0.001722356
664,6.44,6.451111111,0.001722356
949,6.44,6.288888889,0.024028269
950,6.44,6.288888889,0.024028269
1149,6.44,6.491111111,0.007874016
1150,6.44,6.491111111,0.007874016
1851,6.44,6.221111111,0.035184854
1852,6.44,6.221111111,0.035184854
1911,6.44,6.493333333,0.008213552
1912,6.44,6.493333333,0.008213552
2015,6.44,6.77,0.048744461
2016,6.44,6.77,0.048744461
2341,6.44,6.503333333,0.009738596
2342,6.44,6.503333333,0.009738596
2353,6.44,6.545555556,0.016126294
2354,6.44,6.545555556,0.016126294
2721,6.44,6.216666667,0.035924933
2722,6.44,6.216666667,0.035924933
2863,6.44,6.448888889,0.00137836
2864,6.44,6.448888889,0.00137836
3461,6.44,6.453333333,0.002066116
3462,6.44,6.453333333,0.002066116
3911,6.44,6.501111111,0.009400103
3912,6.44,6.501111111,0.009400103
4015,6.44,6.395555556,0.00694927
4016,6.44,6.395555556,0.00694927
4075,6.44,6.418888889,0.003288904
4076,6.44,6.418888889,0.003288904
255,6.45,6.508888889,0.009047456
256,6.45,6.508888889,0.009047456
907,6.45,6.531111111,0.01241919
908,6.45,6.531111111,0.01241919
1757,6.45,6.505555556,0.00853971
1758,6.45,6.505555556,0.00853971
2363,6.45,6.514444444,0.009892546
2364,6.45,6.514444444,0.009892546
2375,6.45,6.518888889,0.010567581
2376,6.45,6.518888889,0.010567581
2393,6.45,6.475555556,0.003946465
2394,6.45,6.475555556,0.003946465
2489,6.45,6.337777778,0.017706872
2490,6.45,6.337777778,0.017706872
3283,6.45,6.415555556,0.005368895
3284,6.45,6.415555556,0.005368895
3789,6.45,6.517777778,0.010398909
3790,6.45,6.517777778,0.010398909
3931,6.45,6.304444444,0.023087769
3932,6.45,6.304444444,0.023087769
3945,6.45,6.483333333,0.005141388
3946,6.45,6.483333333,0.005141388
321,6.46,6.675555556,0.03229028
322,6.46,6.675555556,0.03229028
347,6.46,6.392222222,0.010603164
348,6.46,6.392222222,0.010603164
1247,6.46,6.483333333,0.003598972
1248,6.46,6.483333333,0.003598972
1669,6.46,6.323333333,0.021613073
1670,6.46,6.323333333,0.021613073
1837,6.46,6.551111111,0.013907734
1838,6.46,6.551111111,0.013907734
2257,6.46,6.533333333,0.01122449
2258,6.46,6.533333333,0.01122449
2275,6.46,6.546666667,0.013238289
2276,6.46,6.546666667,0.013238289
2357,6.46,6.543333333,0.012735609
2358,6.46,6.543333333,0.012735609
2395,6.46,6.771111111,0.045946833
2396,6.46,6.771111111,0.045946833
2539,6.46,6.603333333,0.021706209
2540,6.46,6.603333333,0.021706209
2631,6.46,6.395555556,0.010076442
2632,6.46,6.395555556,0.010076442
3077,6.46,6.484444444,0.003769705
3078,6.46,6.484444444,0.003769705
3095,6.46,6.395555556,0.010076442
3096,6.46,6.395555556,0.010076442
3125,6.46,6.587777778,0.019396188
3126,6.46,6.587777778,0.019396188
3463,6.46,6.495555556,0.005473828
